"place_num","place_name","place_img","place_addr","place_time","place_detail"
462,성락원(서울),461,서울특별시 성북구 선잠로2길 47,문의바람,아름다움을 맘껏 뽐내고 있는 별서정원
463,연세로,462,서울특별시 서대문구 연세로 일대,문의바람,신촌전철역에서 연세대학교까지 이어지는 연세로는 신촌의 중심거리이다
464,보문사(서울),463,서울특별시 성북구 보문사길 20,문의바람,왕비와 후궁들의 기도처
465,과학동아천문대,464,서울특별시 용산구 청파로 109,매일 09:00 ~ 22:00,서울시 용산구 도심 속 위치한 천문대이다
466,현대카드 스토리지,465,서울특별시 용산구 이태원로 248,"화-토요일 12:00 ~ 21:00
일,공휴일 12:00 ~ 18:00",장르를 넘나드는 실험적 전시공간
467,이태원 관광특구,466,서울특별시 용산구 이태원로 196,문의바람,"외국 문화의 집결지, 이태원"
468,길상사(서울),467,서울특별시 성북구 선잠로5길 68,문의바람,다양한 프로그램이 마련된 도심문화공간
469,백사실계곡,468,서울 종로구 부암동 115,문의바람,문화사적과 자연이 어우러진 계곡
470,[북악하늘길 형제봉오름길] 하늘마루~형제봉,469,서울특별시 성북구 동소문로24길 14-8,문의바람,"41년 만에 개방된 산책로 북악하늘길"
471,한국가구박물관,470,서울특별시 성북구 대사관로 121,"평일 11:00~19:00
토요일 09:00~18:00
※ 사전예약제운영",유퀴즈 BTS편 촬영지! 해외 명사들이 감탄한 아름다운 박물관
472,미타사(성북),471,서울특별시 성북구 보문사길 6-16,문의바람,동대문 밖 비구니 수행도량
473,[북악하늘길 1산책로] 북악팔각정~말바위쉼터,472,서울특별시 종로구 북악산로 267,문의바람,"41년 만에 개방된 산책로, 북악하늘길"
474,북악스카이 팔각정,473,서울특별시 종로구 북악산로 267,문의바람,천혜의 입지조건을 갖춘 한국 전통미를 살린 한옥형 정자
475,홍지문 및 탕춘대성,474,서울특별시 종로구 홍지동,상시 개방,수도 방위를 위하여 만들어진 성곽
476,옥천암(서울),475,서울특별시 서대문구 홍지문길 1-38,문의바람,관세음의 맑은 샘이 솟아나
477,본화랑,476,서울특별시 종로구 자하문로 299,"10:00~18:00",현대적이고 감각적인 모습으로 소통하는 갤러리
478,알부스갤러리,477,서울특별시 용산구 한남대로28길 26,"화요일~토요일 10:00~18:00 
일요일, 공휴일 10:00~17:00",국내 최초의 일러스트레이션 전문 갤러리
479,용산성당,478,서울특별시 용산구 효창원로15길 37,문의바람,신자들이 스스로 복음의 터전을 일군 용산성당
480,우리옛돌박물관,479,서울특별시 성북구 대사관로13길 66,"평일 10:00 ~ 17:00
주말 및 공휴일 10:00 ~ 18:00
※ 1시간 전까지 입장 가능","2015년11월 11일 서울 성북동에 개관한 우리옛돌박물관은 국내 최초 석조유물 전문 박물관이자 수복강녕과 길상을 기원하는 박물관이다"
481,평화열차 DMZ 트레인,480,서울특별시 용산구 한강대로23길 55,열차운행시간 참조,역사의 아픔을 딛고 떠나는 평화열차
482,대원군별장 (석파정),481,서울특별시 종로구 창의문로11길 4-1,문의바람,인왕산 자락에 자리잡은 무릉도원
483,홍제천 폭포마당,482,서울특별시 서대문구 연희동 170-181,"09:00 ~ 19:00 (4·5·9·10월) 08:00 ~ 20:00 (6·7·8월)","꽃으로 그린 가을, 걷고 싶은 길"
484,이태원 앤틱 가구 거리,483,서울특별시 용산구 보광로 109-1,문의바람,앤틱과 빈티지를 접할 수 있는 거리
485,세븐럭카지노(서울드래곤시티점),484,서울특별시 용산구 청파로20길 95 서울드래곤시티,"24시간","세븐럭 카지노 서울드래곤시티점은 한국 전통과 문화의 중심, 서울 용산에 위치해 있다"
486,이태원 이슬람거리,485,서울특별시 용산구 우사단로,문의바람,이태원역에서 한국 이슬람교 중앙회 이슬람 성원까지 300m 남짓 거리에 40여개의 무슬림 상가가 밀집해 이슬람타운을 형성하고 있다
487,정법사(서울),486,서울특별시 성북구 대사관로13길 44,문의바람,삼선교에서 성북동길로 접어들어 길상사(옛 대원각)를 오른쪽에 두고 언덕길로 조금 오르다가 우측으로 보면 성북동에서는 가장 오래된 절인 정법사(正法寺)가 나온다
488,주한이탈리아문화원,487,서울특별시 용산구 한남대로 98,평일 09:30 - 17:00금요일 09:30 - 13:00※ 전화문의,"이탈리아의 공식 기관인 서울 이탈리아 문화원은 사상과 예술, 학문의 교류를 용이하게 하기 위한 다양한 문화 행사들을 기획하여 이탈리아 문화와 이탈리아어를 대한민국에 보급하고 장려하기 위해 힘쓴다"
489,신기한놀이터 떼굴떼굴,488,서울 서대문구 홍제동 산41-31,"09:00 ~ 18:00(4월~10월) / 09:00 ~ 16:40(11월~3월)",오감만족 즐기는 여행
490,이한열박물관,489,서울특별시 마포구 신촌로12나길 26,월~금 10:00~17:00,민주화에 몸을 바친 순수한 열정을 기억하다
491,[북악하늘길 스카이웨이] 하늘한마당~하늘마루,490,서울특별시 성북구 북악산로,문의바람,"41년 만에 개방된 산책로 북악하늘길"
492,왜고개,491,서울특별시 용산구 한강대로40길 46,"00:00 ~ 24:00",역사가 담긴 곳
493,세검정 터 (구 세검정),492,서울특별시 종로구 세검정로 244,문의바람,정조가 연융대에서 활쏘기를 한 후 쉬어가던 곳
494,서울 용산신학교와 원효로 예수성심성당,493,서울특별시 용산구 원효로19길 49,문의바람,천주교의 역사가 살아숨쉬는 곳
495,서울특별시교육청 동대문도서관,494,서울특별시 동대문구 천호대로4길 22,"[종합자료1실] 09:00~20:00 (주말 09:00~17:00)
[종합자료2실]09:00~18:00 (주말 09:00~17:00)
[어린이실] 09:00~18:00 (주말 09:00~17:00)
[자율학습실] 하절기 07:00~22:00 (주말 07:00~22:00) / 동절기 08:00~22:00 (주말 06:00~22:00)","1971년 3월에 개관하여 지금에 이르기까지 지역사회의 미래를 여는 문, 정보의 샘터, 평생교육의 장으로서 역할을 다하고 있다"
496,쉼박물관,495,서울특별시 종로구 세검정로 209-17,"하절기(4~10월) 화~토 10:00~18:00 / 일 14:00~19:00
동절기(11~3월) 화~토 10:00~17:00 / 일 14:00~18:00
※ 관람 종료시간 1시간 전까지 입장 가능",조상들의 죽음에 대한 해석을 재조명하는 편안한 쉼터
497,이태원 우사단길,496,서울특별시 용산구 한남동,문의바람,한국적 정서와 이국적인 분위기를 느낄 수 있는 곳
498,김달진미술자료박물관,497,서울특별시 종로구 홍지문1길 4,"평일: 10:00~17:00
토요일: 10:00~14:00",현대미술의 기초 사료를 기록자로서 정리해가는 박물관
499,긱 라이브하우스,498,서울특별시 마포구 신촌로10길 7,공연에 따라 다름,폭넓고 다양한 공연이 펼쳐지는 라이브하우스
500,VRZONE 용산 아이파크몰점,499,서울특별시 용산구 한강대로23길 55,"일~목 10:30 ~ 20:30
금~토 10:30 ~ 21:00",가상현실 속에서 즐기는 시원한 액션 !
501,소림사(서울),500,서울특별시 종로구 세검정로 241-3,문의바람,소림사는 서울시 종로구 홍지동 80-1번지에 자리한 대한불교조계종 직할사찰이다
502,서해금빛열차,501,서울특별시 용산구 한강대로23길 55,문의바람,"장항선을 따라 아산온천, 수덕사, 남당항, 대천해수욕장, 국립생태원, 군산근대문화유산거리, 보석박물관 등 아산·예산·홍성·보령·서천·군산·익산 서해 7개 지역의 보석 같은 관광지를 찾아 떠나는 새로운 관광전용열차이다"
503,용산역광장,502,서울특별시 용산구 한강대로23길 55,문의바람,이용객들의 편의성이 확보된 광장
504,서울풍물시장 전통문화체험관,503,서울특별시 동대문구 천호대로4길 21,"10:00~19:00 (식당 ~ 22:00까지 영업)",‘전통문화체험관’은 서울풍물시장을 방문한 내∙외국인 관광객이 다양한 한국의 전통문화 소품을 간단하게 만들어 볼 수 있는 공간이다
505,아모레퍼시픽미술관,504,서울특별시 용산구 한강대로 100,"10:00 ~ 18:00",아모레퍼시픽 본사에서 만나볼 수 있는 현대 미술 전시
506,챔피언1250,505,서울특별시 용산구 한강대로21나길 17,"월-목,일요일 10:30 ~ 20:30
금-토요일, 공휴일 10:30 ~ 21:00",아이가 하루종일 즐겁게 뛰어놀 수 있는 공간
507,미타사(성동),506,서울특별시 성동구 독서당로40길 21,"00:00~24:00",성동의 문화를 찾아서
508,용산문화원,507,서울특별시 용산구 효창원로8길 28,"09:00~18:00 (12~13시 점심시간)","용산문화원은 지방문화원진흥법에 의거 1997년 서울특별시장의 설립인가를 받아 문화관광부, 서울특별시, 용산구의 지원으로 운영되고 있는 비영리법인으로서 청소년사생대회, 우수가족 영화 무료상영, 용산가족백일장, 문화유적지탐방, 용산예술인초대전, 용산문화가족축제, 수강생작품전시회, 향토사료편람발간, 용산문화발간 등 다양한 문화사업과 성인 및 어린이를 대상으로 다양한 문화강좌 사업을 통하여 용산지역 문화발전에 이바지하고 있다"
509,화정박물관,508,서울특별시 종로구 평창8길 3,"10:00~18:00",다양한 예술작품을 만나는 공간
510,디뮤지엄,509,서울특별시 용산구 독서당로29길 5-6,"화~금/일요일 11:00 ~ 20:00
토요일(연장개관) 11:00~ 21:00",과거와 현재가 공존하는 문화예술의 성지
511,서대문문화체육회관 실내수영장,510,서울특별시 서대문구 백련사길 39,"06:00~22:00 (단, 토요일은 19:00까지)","서대문문화체육회관 실내수영장은 지상 1층에 위치, 총 7개의 레인을 보유하고 있다"
512,김대중도서관,511,서울특별시 마포구 신촌로4길 5-26,"평일 : 10:00~17:00
토요일(첫째주) : 10:00~17:00","김대중 도서관은 평화, 민주화, 빈곤 퇴치를 키워드로 대한민국 제15대 대통령인 김대중 대통령의 철학과 인생역정 및 한국 현대사의 주요 쟁점과 사건을 연구하는 대통령 도서관이다"
513,적조사(서울),512,서울특별시 성북구 흥천사길 49-23,문의바람,아담한 분위기에 암자의 틀을 갖추고 있는 절
514,소극장 산울림,513,서울특별시 마포구 와우산로 157,공연에 따라 다름,"보수 속의 진보정신으로, 좋은 연극을 열심히 만들어 온 극단 산울림은 한국에서 유일하게 자체 전용극장을 소유한 극단이다"
515,경의선책거리,514,서울특별시 마포구 와우산로37길 35,"11:00 – 20:00 (화~일요일)",책을 통한 복합문화공간
516,포스트극장,515,서울특별시 마포구 와우산로 148,공연에 따라 다름,"1992년 10월 개관하여 무용전문극장으로서 국제예술제와 각종 기획공연을 통해 우리의 전통춤과 창작춤, 일본의 부토, 유럽의 현대무용, 아프리카 춤, 아시아 여러 지역의 새로운 경향의 춤들을 소개하고, 음악, 연극, 마임 등 다른 장르의 공연까지 수용하는 한편 춤과 타장르가 접목된 실험적 공연들을 꾸준히 올려 놓고 있다"
517,흥천사,516,서울특별시 성북구 흥천사길 29,일출시~일몰시,"600년의 역사를 이어온 조선 왕실의 원찰"
518,갤러리 스케이프,517,서울특별시 용산구 독서당로 122-1 포트힐(Fort Hill) 빌딩,평일 10:00~18:00,창조적인 작품 활동을 하는 문화예술 공간
519,고원,518,서울특별시 서대문구 연희로11다길 39,오전 7:00 - 오후 9:00 (100% 예약제),평범하고 특별한 한 시간
520,[북악하늘길 3산책로] 북카페~숲속다리,519,서울특별시 성북구 성북동,문의바람,"41년만에 개방된 산책로"
521,라온트래블스토리지,520,서울특별시 마포구 양화로 지하 188,"일-목요일 09:30 - 21:30 
금-토요일 09:30 - 23:30",자유롭게 쇼핑하기 좋은 공간
522,해병대104고지전적비,521,서울특별시 서대문구 성산로13길 35-1,문의바람,장렬히 산화한 젊은 해병대원들을 추모하는 전적비
523,레치키치 스튜디오,522,서울특별시 마포구 동교동,문의바람,다양한 이색 컨셉으로 행복한 우리들의 시간들을 담아내는 공간
524,[북악하늘길 2산책로] 하늘교~성북천발원지,523,서울특별시 성북구 성북동,문의바람,천혜의 자연이 그대로 살아 숨쉬는 산책로
525,용산도시기억전시관,524,서울특별시 용산구 서빙고로 17,화~토 10:00 - 19:00 자유입장 (18:30까지 입장),용산의 도시변천사에 대한 기록을 볼 수 있는 곳
526,마포대교 야경,525,서울특별시 마포구 마포동,문의바람,한강에서 4번째로 가설된 교량
527,대안공간 루프,526,서울특별시 마포구 와우산로29나길 20,"10:00 ~ 19:00",문화예술의 꽃 대안공간
528,달맞이봉공원,527,서울특별시 성동구 금호동4가 산 27,문의바람,서울야경 명소로 많은 시민들이 찾고 있는 공원
529,서울시립 미술아카이브,528,서울특별시 종로구 평창동,"10:00~20:00","기록과 예술이 함께하는 미술관, 서울시립 미술아카이브"
530,보광사(서울),529,서울특별시 용산구 장문로15나길 6,"00:00~24:00",우후묘 주위에 좋지 않은 일이 많이 일어나고 사당터의 기가 세다는 설이 있어 이 기를 누르기 위해 사당 옆에 '보광사'를 지었다
531,서울 정릉(신덕왕후) [유네스코 세계문화유산],530,서울특별시 성북구 아리랑로19길 116,"* 2~5월/9~10월 06:00~18:00
* 6~8월 06:00~18:30
* 11~1월 06:30~17:30
※ 매표마감은 관람시간 1시간 전까지",조선 1대 태조의 두 번째 왕비 신덕고황후 강씨의 능
532,충주 정토사지 홍법국사탑,531,서울특별시 용산구 서빙고로 137,문의바람,"고려 목종 때의 승려인 홍법국사의 부도로, 충청북도 중원군(현 충주시)의 정토사 옛터에 있던 것을 1915년에 경복궁으로 옮겨 왔으며, 현재는 국립중앙박물관에 있다"
533,전통염료식물원,532,서울특별시 용산구 서빙고로 137,"화·목·금 09:00 ~ 18:00
수·토 09:00 ~ 21:00 (야간개장)
일요일 09:00 ~ 19:30
공휴일 09:00 ~ 19:00",국립중앙박물관에서는 우리 조상들이 색채를 연출하기 위해 이용하였던 전통염료식물들을 이곳에 심고 가꿈으로써 전통염료문화를 되살리고 메마른 우리의 마음을 풍요롭게 하기 위해 전통염료 식물원을 마련했다
534,국립중앙박물관 어린이박물관,533,서울특별시 용산구 서빙고로 137,"10:00~17:50
1회 10:00~11:50
2회 12:00~13:20
3회 13:30~14:50
4회 15:00~16:20
5회 16:30~17:50
*회차별 70명 사전예약 이용","눈으로 보고, 손으로 만지며, 가슴으로 느낄 수 있는 체험식 박물관"
535,국립중앙박물관,534,서울특별시 용산구 서빙고로 137,"월, 화, 목, 금, 일요일: 10:00 ~ 18:00 (입장 마감: 17:30)수, 토요일: 10:00 ~ 21:00 (입장 마감: 20:30)옥외 전시장(정원)은 오전 7시부터 관람 가능","과거와 현재, 미래가 공존하는 감동의 공간"
536,광흥당,535,서울특별시 마포구 독막로21길 15,평일 09:00 ~ 18:00,"광흥당은 공민왕사당 오른쪽에 있는 한옥문화공간으로 전통문화의 소중함을 일깨우기 위해 다양한 프로그램을 운영하고 있으며, 향토사료 발굴‧전시 및 청소년 등을 위한 교육 프로그램을 운영하고 있다"
537,대현산체육관,536,서울특별시 성동구 독서당로63길 44,"06:00 ~ 22:00",서울 성동구 대현산공원 안에 있는 대현산체육관은 성동구 주민들의 건강을 위해 운영되고 있는 공공 체육시설이다
538,연남동 공방거리,537,서울특별시 마포구 성미산로28길 18,문의바람,젊은 예술인들의 문화예술공간
539,성신여자대학교박물관,538,서울특별시 성북구 보문로34다길 2,"10:00~17:00 (입장마감 16:30)","성신여자대학교박물관은 한국의 전통미와 생활양식을 이해하고, 자주적인 여성관 정립에 기여함을 목적으로 설립되었다"
540,한국예절문화원,539,서울특별시 서대문구 가재울로4길 43,"09:00~18:00",한국 고유의 전통예법과 현대생활예절을 연구
541,상명대학교 박물관,540,서울특별시 종로구 평창문화로 151,월~금 10:00~17:00 (※하계방학기간 10:00~15:00),창조와 융합을 이루는 문화자원의 보고
542,응봉산(서울),541,서울특별시 성동구 금호동4가 1540,문의바람,"응봉산(해발 94m)에서 바라보는 일출은 한강과 서울숲, 잠실운동장 등 서울 동부권의 모습을 한눈에 볼 수 있다"
543,평창동 갤러리 거리,542,서울특별시 종로구 평창동,문의바람,"서울에서 갤러리가 많이 모여있는 지역으로 인사동, 사간동, 평창동 등을 꼽는다"
544,용산공원 (옛 미군기지),543,서울특별시 용산구 서빙고로 221,화-토요일 내부시설 09:00 ~ 17:00 / 외부시설 09:00 ~ 18:00,역사를 품은 도심 속 감성 휴양지
545,성촌공원,544,서울 용산구 이촌동 173-1,"00:00 ~ 24:00",자연과 함께 휴식할 수 있는 근린공원
546,순교성지새남터기념성당,545,서울특별시 용산구 이촌로 80-8,"10:00 - 17:00",역사가 담긴 곳
547,백련사(서울),546,서울특별시 강북구 4.19로20길 142,문의바람,"수행과 포교의 도량, 백련사"
548,새남터기념성당,547,서울특별시 용산구 이촌로 80-8,기념관 10:00 ~17:00,역사가 담긴 곳
549,홍대 벽화거리,548,서울특별시 마포구 상수동 72-36,"00:00~24:00",젊음이 느껴지는 홍대 벽화거리
550,상원미술관,549,서울특별시 종로구 평창31길 27,화~토 10:30~17:30(관람종료 30분전까지 입장),"상원미술관은 공예/사진/디자인 전문 미술관으로 디자이너와 공예작가들의 내실있는 전시와 커뮤니티를 통해 국민과 함께하는 문화적 정체성을 확립하고자 2003년 9월 23일, 2년간의 준비기간과 IT 기반하에 신축되는 다기능 미술관으로서 개관되었다"
551,봉국사(서울),550,서울특별시 성북구 정릉로 202,문의바람,신덕 왕후 강씨 정릉(貞陵)의 원찰(願刹)
552,[북한산 둘레길] 7 옛성길,551,서울특별시 종로구 구기동,문의바람,"서울성곽, 유서깊은 도읍의 체취를 물씬 풍기다"
553,삼성출판박물관,552,서울특별시 종로구 비봉길 2-2,"10:00 ~ 17:00",우리나라 출판문화의 역사를 배워보자 !
554,홍대,553,서울특별시 마포구 홍익로 20,문의바람,"청춘이 사랑하는 곳, 청춘을 사랑하는 곳"
555,국립한글박물관,554,서울특별시 용산구 서빙고로 139,"월~금, 일요일 10:00~18:00
토요일 10:00~ 21:00<0br >
※ 온라인 사전 예약제로 운영","우리 민족 최고의 문화유산인 한글의 문자적 · 문화적 가치를 창출하고
널리 알릴 수 있는 국립한글박물관"
556,청계천박물관,555,서울특별시 성동구 청계천로 530,"09:00~18:00
※ 관람시간 종료 30분전까지 입장 가능",청계천의 역사와 문화
557,토탈미술관,556,서울특별시 종로구 평창32길 8,화~일 11:00~18:00,"미술관 기능의 확대와 함께 1992년 4월 북한산 자락에 개관한 토탈미술관은 서울 근교인 장흥에 있는 토탈 야외미술관의 서울 분관으로 설립 되었으며, 미술관 아카데미, 자료실, 아트숍, 야외 공연장 등이 있다"
558,가나아트센터,557,서울특별시 종로구 평창30길 28,"10:00~19:00",미술문화의 발전과 미술 국제화를 위한 노력하는 곳
559,윤스칼라,558,서울특별시 마포구 와우산로14길 12,"월~토 10:00~18:30
일 11:00~18:30",한류드라마의 대표적인 사계절 시리즈를 볼 수 있는 곳
560,개운사(서울),559,서울특별시 성북구 개운사길 73,문의바람,선한 인연을 만들어 나가는 공간
561,경의선숲길(연트럴파크),560,서울특별시 마포구 동교로51길 133,문의바람,"철길 따라 다른 풍경, 경의선숲길"
562,수애뇨339,561,서울특별시 종로구 평창길 339,"월-토 10:00 ~ 19:30, 일 11:00 ~ 19:00",다양한 예술을 만나고 체험하며 조금 더 풍성한 세상으로 이어지는 터전
563,코코넛박스,562,서울특별시 마포구 서교동,"11:00~22:00",NFT 작품을 체험할 수 있는 아트플레이스
564,성동문화원,563,서울특별시 성동구 왕십리로 281,"09:00~18:00",남녀노소 누구나 즐기는 문화생활 !
565,김종영미술관,564,서울특별시 종로구 평창32길 30,"3월~10월 10:00~18:00
11월~2월 10:00~17:00",한국 조각 예술사의 1세대 조각가이자 근대 추상 미술의 선구자
566,용산가족공원,565,서울특별시 용산구 서빙고로 185,"24시간",반려동물 동반 가능한 자유롭고 평화로운 휴식처
567,홍대난타전용관,566,서울특별시 마포구 양화로16길 29,"[공연시간]
- 월~금 17:00, 20:00
- 토 14:00, 17:00. 20:00
- 일,공휴일 14:00, 17:00 
※ 단, 공연 스케줄은 기획사 사정에 의해 변경가능",젊음과 문화의 거리 홍대에 위치한 홍대난타전용관에서는 하루 2회씩 난타공연이 열린다
568,한강세븐수상레저,567,서울특별시 용산구 양녕로 496,"06:00~20:00",아름다운 한강에서 즐기는 다양한 수상 스포츠!
569,서빙고동 부군당,568,서울특별시 용산구 서빙고로59길 3-6,문의바람,서빙고동 부군당은 조선시대 이 마을 주민들이 마을의 수호와 주민의 안녕을 위해 세운 제당(祭堂)이다
570,KT&G 상상마당(홍대),569,서울특별시 마포구 어울마당로 65,시설별로 다름,"다양한 분야의 트렌드를 제시하고 공유하면서 새로운 문화를 만드는 데 앞장서는
도심 속 복합문화 예술공간"
571,용두동 쭈꾸미골목,570,서울특별시 동대문구 용두동,점포마다 상이함,매콤한 쭈꾸미가 모인 곳
572,청계천 버들습지,571,서울 동대문구 용두동,문의바람,도심속에 자리잡은 시민들의 휴식공간
573,연남동끝자락길,572,서울특별시 마포구 성미산로17길,매장마다 상이,이름 그대로 연남동 끝자락에 자리한 이곳은 한때 피난길로 불렸다
574,상수동 카페거리,573,서울특별시 마포구 상수동,문의바람,커피향 가득한 거리에서 즐기는 데이트
575,로렌스길,574,서울특별시 마포구 상수동,문의바람,한국에서 가장 오래된 시계회사인 로렌스 뒤쪽
576,[북한산 둘레길] 6 평창마을길,575,서울특별시 종로구 평창동,문의바람,북한산 자락을 완만하게 걸을 수 있도록 조성한 저지대 수평 산책로
577,청계천 자전거도로,576,서울특별시 성동구 마장동 294,"24시간",자전거위에서 즐기는 서울의 역사 탐방
578,고려대학교박물관,577,서울특별시 성북구 안암로 145,"10:00~17:00
※ 입장은 관람종료 1시간 전까지 가능",국내 대학박물관의 효시
579,서울 고려대학교 중앙도서관,578,서울특별시 성북구 안암로 145,문의바람,이 건물은 고려대학교의 전신인 보성전문학교가 개교 30주년을 기념하여 세운 중앙도서관이다
580,동대문문화원,579,서울특별시 동대문구 왕산로 128,"09:00~18:00",동대문문화원은 지역전통문화행사를 주관하고 다양한 장르의 문화행사를 개최하여 지역주민이 문화향수를 위한 운영을 하고 있다
581,고려대학교 아이스링크,580,서울특별시 성북구 안암로 145,[매표소]주중 15:00~16:30주말 14:00~17:320,동계종목의 다양한 경기 진행이 가능한 아이스링크장
582,서울 고려대학교 본관,581,서울특별시 성북구 안암로 145,문의바람,역사가 담긴 유적
583,거북선나루터,582,서울 용산구 이촌동 302-183,"00:00 ~ 24:00",일반인들과 단체 생활의 팀워크 훈련장으로 이용되는 선착장
584,이촌한강공원,583,서울특별시 용산구 이촌로72길 62,문의바람,즐길거리가 많은 공간
585,은가어린이공원,584,서울특별시 서대문구 증가로20가길 91,"00:00 ~ 24:00",시민들 모두의 휴식처
586,롤링홀,585,서울특별시 마포구 어울마당로 35,공연에 따라 다름,선진공연 문화를 이끄는 자유로운 공간
587,서울한방진흥센터,586,서울특별시 동대문구 약령중앙로 26,"관람시간 : 10:00 ~ 18:00 (3~10월) / 10:00 ~ 17:00 (11~2월)
입장시간 : 10:00 ~ 17:00 (3~10월) / 10:00 ~ 16:00 (11~2월)",전통 한의학의 우수성과 안전성을 널리 알리는 곳
588,서울약령시 한의약박물관,587,서울특별시 동대문구 약령중앙로 26,"하절기(03~10월) 10:00~18:00
동절기(11~02월) 10:00~17:00",전국 한약재 거래량의 70% 이상을 차지하는 우리나라 최대의 한약 유통 중심지
589,응봉체육공원,588,서울특별시 성동구 응봉동 235,"00:00 ~ 24:00",다양한 종목의 스포츠를 즐길 수 있는 시설이 있는 곳
590,리버시티,589,서울특별시 강남구 압구정동 379-1,"06:30~19:30",도심 속에서 자연과 함께 즐기는 수상스포츠 !
591,응암정보도서관,590,서울특별시 은평구 가좌로 179 성지빌딩,"[2층 자료실, 3층 문화강좌실]
평일/주말 : 09:00 ~ 18:00","응암정보도서관은 ‘북한산 큰 숲, 사람의 마을 은평’에 위치한 공공도서관이다"
592,전쟁과여성인권박물관,591,서울특별시 마포구 월드컵북로11길 20,화~토 10:00 ~ 18:00 (입장마감 17:00),전쟁과 폭력 없는 세상을 만들어 나가는 박물관
593,성동4차산업혁명체험센터,592,서울특별시 성동구 살곶이길 327,홈페이지 참조,세상을 바꾸는 미래기술 체험 공간
594,이원등 상사상,593,서울특별시 용산구 양녕로 445,문의바람,이원등 상사의 전우애와 희생정신을 기리는 동상
595,서울성북 미디어문화마루,594,서울특별시 성북구 길음로7길 20,[글빛도서관] 화요일~일요일 09:00~18:00※ 시설별 상이하므로 전화문의,미디어 거점 공간으로 설립한 복합문화시설
596,노들섬,595,서울특별시 용산구 양녕로 445,"하절기 (3월~10월)
- 화~금 10:00 ~ 21:00
- 주말 및 공휴일 10:00 ~ 22:00
동절기 (11월~2월)
- 화~일 10:00 ~ 20:00
※ 야외공간 24시간 개방
※ 개별시설마다 운영시간이 다를 수 있습니다.",도심에서 만나는 섬
597,이랜드크루즈 (한강유람선),596,서울특별시 영등포구 여의동로 290 노들나루,매표 : 11:00~21:00 (평일/주말),한강에서 떠나는 낭만여행
598,무대륙,597,서울특별시 마포구 토정로5길 12,"12:00 - 24:00","낮에는 카페, 밤에는 분위기 있는 술집으로 변하는 복합문화공간 무대륙"
599,한강레져스포츠,598,서울특별시 영등포구 여의동로 280,"09:00~19:00","여의도 유람선 이랜드크루즈 선착장 바로 옆에 있는 한강레져스포츠에서는 모터보트와 제트스키를 비롯해 수상스키, 웨이크보드, 바나나보트 등 한강을 배경으로 다양한 수상레저를 즐길 수 있다"
600,오미요리연구소,599,서울특별시 동대문구 고산자로46길 22-1,"10:00~17:00",전통시장에서 배우는 다양한 요리 !
601,살곶이체육공원,600,서울특별시 성동구 사근동길 16-18,"24시간",시원한 강바람을 맞으며 즐기는 스포츠
602,신사공원,601,서울특별시 강남구 논현로189길 57,"00:00 - 24:00",서울 강남구 압구정에 있는 근린공원으로 가로수길과 한강시민공원 잠원지구 사이에 위치해 있다
603,여의도한강공원 멀티프라자,602,서울 영등포구 여의도동 84-4,"00:00 ~ 24:00",서울 마포대교 남단 여의도 한강공원에 있는 잔디 광장이다
604,물빛광장,603,서울특별시 영등포구 여의도동 84-9,매일 08:00 ~ 21:00,물빛광장 분수는 여의도 공원에서 한강으로 통하는 길목에 위치한 수경 공간이다
605,응암동 감자국 거리,604,서울특별시 은평구 응암로 172,"09:00~18:00","원조 감자국의 거리, 응암동 감자국 거리"
606,경국사(서울),605,서울특별시 성북구 보국문로 113-10,문의바람,삼각산(현 북한산)의 정기를 받아 정릉천이 흘러내리는 맑은 골에 자리잡은 경국사는 고려말에 창건된 고찰이다
607,메리모나크,606,서울특별시 서초구 잠원동 121-9,"09:00 ~ 22:00",잠원한강공원에 있어 한강뷰와 더불어 만남과 식사를 할 수 있는 로맨틱한 곳이다
608,오프컬리,607,서울특별시 성동구 서울숲2길 16-9,"12:00 ~ 21:00","마켓컬리로 유명한 주식회사 컬리의 첫 오프라인샵, 오프컬리이다"
609,한강방어백골부대전적비,608,서울특별시 영등포구 여의동로 343 여의나루역,문의바람,백골연대 장병들의 투혼을 기리기 위하여 백골 전우회에서 세운 전적비
610,한강시민공원 잠원수영장(실외),609,서울특별시 서초구 잠원로 221-124,"2023.6.23.(금)~8.20.(일)09:00~18:00※ 점심시간 12:00~12:40 입수 불가※ 매시 15분간 휴식시간-입수 불가",무더위를 타파할 수 있는 도심 속 수영장
611,잠원한강공원,610,서울특별시 서초구 잠원로 221-124,문의바람,빌딩 숲 사이 휴식과 레포츠의 공간
612,여의도 둘레길(여의도 자전거도로),611,서울특별시 영등포구 여의동로 330,문의바람,다채로운 볼거리가 가득한! 자전거 하이킹 명소
613,한강시민공원 여의도수영장(실외),612,서울특별시 영등포구 여의동로 330,"09:00 ~ 19:00",한강공원에는 여의도 한강공원 등 6개 공원에 수영장이 있다
614,여의도한강공원,613,서울특별시 영등포구 여의동로 330,문의바람,볼거리와 즐길거리가 풍부한 휴식공간
615,서울웨이브아트센터,614,서울특별시 서초구 잠원로 145-35,전시별 상이 홈페이지 참조,서울에 새로운 물결을 일으키다
616,서울색공원,615,서울특별시 영등포구 여의동로 330,문의바람,"서울 색공원은 마포대교 교각과 둔치 사이의 하부공간에 색을 주제로 조성된 시민공원(약 9,000㎡)이다"
