"rest_num","rest_name","rest_img","rest_addr","rest_menu","rest_time","rest_detail"
735,일일향(日日香),734,서울특별시 강남구 논현로168길 30,코스요리,"11:30 ~ 21:30",중화요리를 대표하는 향과 신선한 식자재의 조화로 한국인 입맛에 딱 맞는 요리가 탄생하는 일일향
736,삼원가든,735,충청남도 금산군 남일면 무금로 2085,인삼한정식,"10:00 ~ 21:00",금산인삼으로 요리한 인삼한정식이 별미
737,"랩24 (LAB24, LAB XXIV)",736,서울특별시 강남구 압구정로42길 23,에드워드 권 시그니처 코스 (런치&디너),"11:30 ~ 22:30 (브레이크타임 15:00 ~ 18:00)","에드워드 권 셰프의 시그니처 레스토랑 랩24는 두바이 버즈알아랍호텔 수석총괄주방장 경력으로 알려진 스타 셰프 에드워드 권이 운영하는 파인다이닝 레스토랑이다. 52석의 레스토랑으로 두개의 프라이빗룸을 보유하고 있어 소규모 모임과 연회의 호스팅이 가능하다.
음식과 서비스는 프리미엄을 추구하는 것이 특징이며, 다양하게 구성한 코스 메뉴와 세계 각국의 명품와인을 보유하고 있다. 고객에게 음식이 서브되기 전에는 각 요리에 대한 간략한 설명을 적은 메뉴 노트를 건네고 여성 화장실에는 별도의 파우더룸을 만들어 향수, 핸드로션, 위생용품 등을 제공하고 있다."
738,화로양미,737,서울특별시 성동구 상원4길 9 대신빌딩,"양갈비, 양꼬치","11:30 ~ 22:00 (브레이크타임 14:30 ~ 16:00)",화로에 구워서 더 맛있는 양갈비 구이집
739,돈블랑 여의도점,738,서울특별시 영등포구 여의대방로67길 11,"아랫고기(생삼겹살), 윗고기(생목살), 특수부위모듬","11:30~22:00(라스트 오더 21:30)",유명인사 단골 돼지고기 특수 부위 전문점
740,마구로쇼쿠도,739,서울특별시 성동구 상원2길 1,"하브동(小), 오도로동",월 - 토  11:00 ~ 21:30(브레이크타임 15:30 ~ 17:30 라스트오더 21:00),아까미와 오도로를 맛볼 수 있는 참치 회 덮밥집
741,칙피스 신사점,740,서울특별시 강남구 강남대로152길 69,"비건 샐러드, 아보카도 샐러드, 미트 러버 피타 볼 세트, 그릴드쉬림프 라이스",매일 11:30 ~ 20:30 브레이크 타임 15:00~ 16:00 주말은 브레이크 타임 없음,지중해식 샐러드 맛집
742,보타르가,741,서울특별시 강남구 언주로170길 16,"보타르가 파스타, 라자냐","화 ~일  12:00 ~ 22:00 (브레이크타임 15:00 ~ 17:30, 라스트오더 14:00, 21:00)",감동을 주는 이탈리안 레스토랑의 어란 파스타
743,달마시안,742,서울특별시 강남구 압구정로42길 42,"크런치 프렌치 토스트, 컬리플라워 포테이토 스프, 달마시안 수제 그래놀라 요거트볼, 비프 스테이크 토스트","매일 09:00 ~ 23:00(브레이크 타임 17:00 ~ 18:00, 음료 주문만 가능, 22:00 라스트오더)",유럽 감성의 브런치 다이닝 카페
744,모도우 여의도점,743,서울특별시 영등포구 국제금융로2길 32 여의도파이낸스타워,런치 시그니처 코스,"11:30 ~ 22:00 (15:00~17:00 브레이크 타임)",여의도 한우 오마카세 맛집
745,한암동 여의도점,744,서울특별시 영등포구 국제금융로2길 32 여의도파이낸스타워,"미경산 한우 암소 곰탕, 미경산 한우 암소 육전","11:00 - 21:00(브레이크 타임 15:00 - 17:00)",부드러운 육질과 감칠맛이 뛰어난 대한민국 1% 미경산 한우
746,쑤쑤타이,745,서울특별시 성동구 상원1길 12,"뿌팟퐁커리, 똠얌꿍","11:30~21:30(브레이크타임 15:30~17:00)",서울 뚝섬역 근처에 자리한 태국 음식 전문점
747,압구정 곱창,746,서울특별시 강남구 압구정로42길 25-8,"한우곱창구이, 한우막창구이","12:00~22:00(라스트 오더 21:00)",압구정 로데오 곱창 맛집
748,노조미일식,747,서울특별시 영등포구 은행로 3 익스콘벤처타워,"정식B, 정식A, 스페셜정식, 행복코스(상견례)","11:00~22:30, 토~일요일 11:00~22:00",상견례하기 좋은 정통 일본식 식당
749,최진미 부대찌개,748,서울특별시 영등포구 국제금융로6길 30,부대찌개,"10:00 ~ 23:00 (토요일 10:30 ~ 20:00)",여의도 최고의 부대찌개 맛집
750,명보정,749,서울특별시 영등포구 국제금융로6길 30,차돌박이 / 오겹살 / 항정살,"09:00~22:00",엄선한 재료들로 만드는 웰빙요리
751,쌍대포 맷돌순두부,750,서울특별시 영등포구 국제금융로6길 30,순두부 / 소갈비살,"06:30 ~ 23:00",손으로 직접 갈아만든 맷돌 순두부 맛집
752,낙지한마당,751,충청남도 서산시 지곡면 어름들2길 83,박속낙지탕,"11:00 ~ 21:00",향토음식 전문식당
753,고려정,752,서울특별시 영등포구 국제금융로6길 30,차돌박이,"09:30 ~22:00","32년 전통의 차돌박이 전문점 <고려정>은 여의도 를 지켜왔다고 해도 과언이 아닌 터줏대감 맛집 이다. 주메뉴인 차돌박이를 비롯해 치맛살, 갈비살 과 등심, 막창까지 골고루 먹을 수 있으며 고기와 밑반찬에 보통 정성이 들어간게 아니어서 한번 맛보면 무조건 단골 등록을 하게 된다. 한우를 사용하는 이집 차돌박이는 고소하면서도 적당히 쫄깃한 식감이 살아 있으며 살짝 구워 소금에 찍어 먹어도 담백하고 양파와 고추 등이 듬뿍 들어간 양념장도 빠질 수 없는 조합이다. 밑반찬으로 파절이, 무생채, 선지국 등이 나오며 총 150명까지 수용 가능하여 회식 및 모임 장소로도 좋다."
754,거창 왕돈까스,753,서울특별시 영등포구 국제금융로6길 30,수제돈까스 / 정식 / 치즈까스,"11:00 ~ 21:00 (브레이크타임 15:00 ~ 17:00)","줄서서 먹는 여의도 돈까스 맛집 <거창 왕돈까스>는 하나하나 손으로 두드려 만드는 정성 가득한 수제 돈가스와 한국인 입맛에 맞춘 특제 소스를 맛볼 수 있는 곳이다. 직접 개발한 콩가루, 마늘 소스로 느끼함은 안녕~! 마늘향 은은하게 배어 기름기를 한 번에 날려주고, 콩가루로 고소함까지 더해 바삭한 튀김옷과 찰떡궁합을 이루는 이집 돈가스는 여의도 돈가스계를 주름잡는다는 입소문을 타고 SBS모닝 와이드에 소개되기도 했다. 주메뉴인 돈까스 외에 치즈돈까스, 거창정식(돈까스+함박+생선까스)도 준비되며, 소주가 있는 돈가스집으로 알려져 퇴근 후 방문하는 직장인 단골들도 많다."
755,여의도 양꼬치,754,"서울특별시 영등포구 국제금융로6길 30, 2층",고급 양갈비,"17:00~23:00",여의도 회사원들 사이에서 소문난 진짜 양꼬치 맛집
756,진가,755,서울특별시 영등포구 국제금융로6길 30,살치살 철판구이,"11:00 ~ 22:00",눈과 입을 모두 만족시키는 한식요리
757,성하,756,서울특별시 영등포구 국제금융로6길 30,성하정식,"11:30 ~ 21:30",반찬이 잘나오는 집밥러스한 깔끔한 한식집
758,바빌리안테이블,757,서울특별시 강남구 압구정로46길 5-2 원일,"프리미엄 스페셜 코스, 등심 안심코스",매일 11:00 ~ 23:00(브레이크타임 15:00 ~ 17:00),전통 유럽식 홀 인테리어로 꾸며 놓은 홈 다이닝 레스토랑
759,우텐더,758,서울특별시 강남구 압구정로42길 25-10,"한우 특안심, 우텐가츠샌드",매일 11:30~22:30 (15:00~17:00 브레이크타임/ 21:30 라스트오더),압구정로데오 프리미엄한우 레스토랑
760,청아라 생선구이,759,서울특별시 마포구 망원로 52,고등어구이,"11:00 - 21:00(15:00 - 17:00 브레이크타임 / 20:30 라스트오더)",신선한 생선구이 맛집
761,아이뽀유,760,서울특별시 강남구 도산대로 153,"조개 pho S, 베트남커리","11:00~21:00(브레이크 타임 15:00~17:00, 라스트 오더 20:00)",미쉐린 스타 셰프의 화려하고 맛있는 베트남 요리
762,있을 재,761,서울특별시 강남구 언주로168길 19,"주말런치코스, 주말디너코스, 바삭한 감자 뇨끼, 따야린",화 - 토 12:00 ~ 22:30 (15:00 ~ 18:00 브레이크타임 / 21:00 라스트오더),가족 모임하기 좋은 미쉐린 레스토랑 추천
763,코너룸,762,서울특별시 성동구 성수일로1길 8,"코너룸 매쉬드 포테이토, 파리지앵 허브 뇨끼",월~금 17:30 ~ 23:30/토요일 16:00 ~ 24:00,성수동 아담한 와인바
764,목금,763,서울특별시 성동구 왕십리로2길 34,"하크(햄버그)스테이크, 비스큐 스파이시 로제파스타","월~금 11:30 ~ 21:00 토,일 12:00~21:00",특급호텔 출신 요리사들의 작은 아담한 레스토랑
765,희릿,764,서울특별시 성동구 왕십리로2길 34,"비프웰링턴(선예약), 로꼴라 토마토 파스타",화~일  11:30 ~ 23:00(브레이크타임 15:00~17:00 라스트오더 21:30),작고 귀여운 성수동 골목 와인바
766,한강껍데기,765,서울특별시 마포구 망원로 48-1,껍데기,"16:00 - 02:00 (토,일 13:00 - 01:00)",껍데기와 목살이 맛있는 망원동 고깃집
767,왕스덕 논현점,766,서울특별시 강남구 도산대로 130,"삼선 중화냉면, 홍콩식 비빔탄탄면, 사천닭날개튀김, 북경오리",매일 11:00 ~ 21:00 (20:00 라스트오더),청나라 황실 오리구이 계승 맛집
768,미미뻥 뉴코아울렛 강남점,767,서울특별시 서초구 잠원동,"미미뻥, 참깨현미누룽지스낵","평일, 주말 11:00~19:00 (이 외 시간은 무인판매)",무설탕 무사카린 무보존료 무색소 HACCP 30년 전통
769,오레노카츠 성수본점,768,서울특별시 성동구 성수일로 47 송도빌딩,수제 생돈카츠,"매일 11:30 ~ 22:00(브레이크타임 15:00 ~ 17:00, 재료 소진 시 조기 마감)",돈가스와 냉소바의 환상 콜라보 맛집
770,파넬,769,서울특별시 강남구 언주로164길 14,"수비드 스테이크샌드위치, 연어에그베네딕트, 베이컨에그베네딕트, 살치살 스테이크",매일 10:00 - 22:00,파티룸까지 마련돼 있는 압구정 브런치 카페
771,두레국수 본점,770,서울특별시 강남구 도산대로37길 28,"두레국수, 비빔국수",월 - 금  10:30 ~ 21:00,"28년차 추억이 가득한 압구정역 노포 두레국수"
772,김수사,771,서울특별시 강남구 도산대로 132 해정빌딩,"콜키지, 사시미저녁","월~토 11:30 - 22:00 (15:00 - 17:30 브레이크타임14:00, 21:00 라스트오더) 11:30~13:00/ 17:30~19:30 2부제 운영","2대째 운영 중인 푸짐한 한국형 스시집"
773,누메로뜨레쓰,772,서울특별시 성동구 성수일로 21,"카프레제, 시저샐러드",평일  11:00 ~ 21:00 (브레이크타임 15:00 ~ 17:00 / 라스트오더 20:00) 주말  11:00 ~ 21:00 (라스트오더 20:00),"콜키지 프리, 이탈리안 피자 맛집"
774,을지다락 도산공원,773,서울특별시 강남구 언주로168길 25,"다락오므라이스, 다락로-제, 가츠산도,얼그레이하이볼",매일 11:30 ~ 21:00 (평일 브레이크 타임 15:00~16:00 / 라스트 오더 20:30),친구들과 사진찍기 좋은 레스토랑
775,충남식당,774,서울특별시 동작구 노들로 674,매운탕,전화문의,싱싱한 맛이 살아있는 맛집
776,미자식당,775,서울특별시 동작구 노들로 674,매운탕,"08:00 ~ 24:00",노량진수산시장 대표 터줏대감
777,퍼스트플러스에이드,776,서울특별시 영등포구 의사당대로 83 오투타워,"라이스볼, 두부면 파스타, 현미떡볶이","11:00~21:00","건강한 음식을 제공하는 퍼스트 플러스 에이드는 레시피가 아닌 음식을 처방한다는 주제를 갖고 있는 공간이다. 특히 그에 걸맞게 인테리어도 병원에 맞게 꾸며져 있으며, 서빙을 하는 직원분들 또한 약사복과 비슷한 유니폼을 착용하고 있다. 두부 면으로 만든 파스타 튀긴 두부, 현미로 만든 떡볶이 등 건강을 생각하여 모든 음식을 만들고 있는 식당이다. 특히 직접 착즙한 생과일 주스 및 에이드도 준비되어 있다."
778,록멘,777,서울특별시 성동구 성수일로3길 2,"돈코츠라멘(담백), 매운돈코츠라멘",월 - 금  11:30 ~ 21:00(브레이크타임 15:00 ~ 17:00 라스트오더 20:30),한국인 입맛에 맞춘 돈코츠라멘 전문점
779,진주집,778,서울특별시 영등포구 국제금융로6길 33,닭칼국수,"10:00 ~ 20:00 (토요일/임시공휴일 10:00 ~ 19:00)",직장인들이 사랑하는 콩국수 맛집 진주집
780,중앙회양념식당,779,서울특별시 동작구 노들로 674,아구찜 / 해물찜,"10:00 ~ 24:00",신선한 수산물과 바다의 향기를 즐길 수 있는 식당
781,진남회집,780,서울특별시 동작구 노들로 674,회 / 회덮밥,"10:00 ~ 22:00",신선한 회와 다양한 스끼다시의 세계를 맛볼 수 있는 식당
782,하모,781,서울특별시 강남구 언주로 819,한정식,"11:30 ~ 22:00 (브레이크타임 15:00 ~ 17:30)",진주 음식 만드는 부엌
783,경천애인2237,782,서울특별시 강남구 테헤란로 421 암천BLDG,"특안심, 스페셜육회",월 - 토 11:30~22:00 (14:30~17:00 브레이크타임),최상급 한우를 맛볼 수 있는 콜키지 프리 맛집
784,한성돈까스,783,서울특별시 서초구 나루터로12길 34,"돈까스, 비후까스","11:00~22:00",일본식과 한국식이 제대로 만난 돈까스
785,우돈청,784,서울특별시 강남구 언주로170길 37,"제주오겹살, 목항정살, 생삼겹살, 가브리살",매일 16:00 ~ 01:00(00:30 라스트 오더),연예인들도 많이 찾는 압구정 삼겹살 맛집
786,시키카츠,785,서울특별시 동대문구 회기로 110,카츠 정식,"11:00 ~ 21:00 (브레이크타임 15:00 ~ 17:00)",시키카츠는 회기역 1번 출구 근처에 위치한 돈가스 전문점이다. 부드러운 식감과 육즙이 가득한 돈가스는 마지막까지 질리지가 않는다. 후식으로 나오는 샤벳류의 디저트는 돈가스를 먹은 후 입가심으로 깔끔하게 좋다. 경희대학교 학생들이 많이 찾는 맛집이다.
787,갓잇,786,서울특별시 강남구 언주로164길 24,파히타,"11:00 ~ 22:00 (평일 브레이크타임 15:30-16:30)",멕시칸요리 전문점
788,계월곰탕,787,서울특별시 성동구 성덕정3길 8,"닭곰탕, 닭무침","매일 11:00 ~ 21:00(브레이크타임 15:00 ~ 17:00 라스트오더 14:30, 20:30)",밝고 투명한 달 빛의 색깔의 닭곰탕 맛집
789,성수망치버거,788,서울특별시 성동구 성덕정3길 8,망치버거,월 - 금  11:00 ~ 20:30 토 - 일 11:00 ~ 20:00,노란색 외관이 눈에 띄는 수제버거집
790,대도식당 강남대로점,789,서울특별시 서초구 강남대로 589,"한우생등심,한우대표등심","11:00 ~ 22:00 (라스트오더 21시)","60년 전통 한우의 참맛을 내는 집"
791,명인등심 압구정직영점,790,서울특별시 강남구 도산대로 211 동현빌딩,"한우특등심, 시골된장죽","매일 11:30~22:00(14:30~17:00 브레이크타임, 토일제외)",한우 특 등심으로 회식하기 좋은 소고기 맛집
792,현우동,791,서울특별시 강남구 논현로149길 53,멘타이코앙카케 다마고토지 우동,"11:30 ~ 22:00(15:00 ~ 17:30 브레이크타임/ 21:00 라스트 오더)","우동의 달인, 박상현 셰프의 미슐랭 우동 맛집"
793,중앙감속기,792,서울특별시 성동구 성수일로6길 7-1,"발사믹 꿔바로우, 차돌 마라크림 짬뽕",매일 12:00 ~ 21:00 (브레이크타임 15:00 ~ 17:30),차돌 짬뽕과 양갈비가 맛있는 성수동 퓨전 중식
794,도치피자 성수점,793,서울특별시 성동구 연무장길 7,"프리마베라, 스타피자",매일 11:30 ~ 22:00(브레이크타임 16:00 ~ 17:00 라스트오더 21:30),나폴리 피자를 경험할 수 있는 서울 5대 화덕피자 맛집
795,올라 여의도 KBS점,794,서울특별시 영등포구 의사당대로 38 여의도더샵아일랜드파크,크로산테,"11:30~22:00",여의도 뷰를 감상하는 이탈리안 레스토랑
796,개화옥,795,서울특별시 강남구 압구정로50길 7,불고기,"10:00~22:00브레이크타임 15:00~17:00라스트오더 21:30",육류 특유의 향미를 즐길 수 있는 음식점
797,그리츠(GREETS) 글래드호텔 여의도,796,서울특별시 영등포구 의사당대로 16,뷔페,"07:00 ~ 21:30",눈과 입을 모두 만족시키는 식사
798,우동가조쿠 성수점,797,서울특별시 성동구 연무장길 9,붓가케우동,매일 11:00 ~ 20:00(브레이크타임 14:30 ~ 17:00),붓가케우동이 맛있는 집
799,용궁횟집,798,전라남도 여수시 돌산읍 강남10길 49,회,"09:00 ~ 22:00",싱싱한 활어와 얼큰한 매운탕 맛이 일품인 식당
800,청해진,799,서울특별시 동작구 노들로 674,회정식 / 매운탕,"10:30 ~ 22:30",노량진 수산물 도매시장 내에 위치한 회양념집으로 16년 전통의 일식 및 수산물 특수 요리 전문식당이다. 1층 소매점에서 수산물을 구매해 오면 기호에 맞게 다양한 음식을 즐길 수 있다. 넓은 공간의 룸과 입식 테이블이 어우러져 카페 분위기가 물씬 풍긴다.
801,또순이,800,서울특별시 동작구 노들로 674,수산물 찜·구이,"00:00 ~ 24:00","노량진 수산시장에서 구매한 해산물을 양념, 요리해주는 공간"
802,골드피쉬 딤섬퀴진,801,서울특별시 강남구 압구정로48길 35,"소룡포, 새우딤섬","매일 11:30~21:30 (15:00~17:30 브레이크타임, 14:00라스트오더)",압구정동 딤섬 찐맛집
803,우앤,802,서울특별시 강남구 언주로151길 4-1,"등심(새우등심, 꽃등심, 채끝등심), 안심",매일 11:30 ~ 22:00(15:00 ~ 17:00 브레이크타임),분위기 좋은 곳에서 즐기는 한우 등심과 안심 맛집
804,백곰막걸리,803,서울특별시 강남구 압구정로48길 39,막걸리,화~목 17:30~23:30금~토 17:30~01:00,"백곰 막걸리&양조장은 다양한 전통주를 맛볼 수 있는 곳이다. 막걸리 40여 종, 약주와 청주 70여 종, 증류주 110여 종 등 220여 종의 전통주를 보유하고 있다. 한국 최대 규모로 지금도 전통주 수가 계속 늘어나는 중이다. 한국에서도 이곳에서만 맛볼 수 있는 전통주가 많아 다양한 사람들이 찾는다. 특히 일본 사케 양조장 사장 등을 비롯해 일본인들이 많이 모인다. 내부는 다양한 전통주를 구경하며 사진 촬영을 할 수 있는 전시 공간과 손님들이 술을 마실 수 있는 장소로 구성했다. 지하 1층에는 전통주를 빚는 양조장과 국산 수제 맥주를 마시는 공간이 공존한다."
805,뱃고동,804,서울특별시 강남구 언주로172길 54,오징어불고기,"11:30-22:00",낙지불고기와 오징어튀김이 유명한 압구정 뱃고동
806,파씨오네,805,서울특별시 강남구 언주로164길 39,"런치코스, 디너코스","매일 12:00 ~ 22:00(브레이크타임 15:00 ~ 18:00, 토요일 브레이크타임 15:30 ~ 18:00)",미쉐린 가이드에 오른 프렌치 클래식 레스토랑
807,호족반 청담,806,서울특별시 강남구 언주로164길 39,들기름 메밀국수,"매일 11:30 - 21:30(15:30 - 17:30 브레이크타임 / 15:00, 21:00 라스트오더)",한식의 맛있는 변신 모던 한식당
808,닭으로가 압구정본점,807,서울특별시 강남구 언주로172길 55,"닭갈비, 고추장닭갈비","11:30~22:30(브레이크 타임 15:30~17:00, 라스트 오더 21:45)",압구정로데오 찐 닭갈비 맛집
809,꽁티드툴레아,808,서울특별시 강남구 도산대로49길 39,"커피, Latte, Affogato, 아보카도토스트","월~토요일 11:00~24:00, 일요일 11:00~23:00(브레이크 타임 5:00~6:00)",벽돌로 지어진 향기 가득한 공간 브런치 카페
810,Just Steak,809,서울특별시 강남구 언주로152길 11-7,"T-Bone Steak (100g), L-Bone steak (100g), 그릴에 구운 야채, 볼로네제",화 - 일 11:30 ~ 22:00 (21:00 라스트 오더),드라이 에이징 이탈리안 스테이크 요리 전문점
811,오와리 본점,810,서울특별시 성동구 연무장길 13,오와리오뎅,월 - 금 17:00 ~ 01:00 토 - 일 16:00 ~ 02:00,성수동에 새롭게 생긴 이자카야
812,이태리차차,811,서울특별시 성동구 연무장길 14-5,"트러플뇨끼, 관자구이",수~일 11:30~22:00 (브레이크타임 15:00~17:00),유럽 감성 이태리 음식 전문점
813,화해당 여의도점,812,서울특별시 영등포구 국회대로62길 15,간장게장과 돌솥밥.우럭포 찜(대),화 - 토 11:00 ~ 21:00 (15시~17시 브레이크 타임),미슐랭 맛집 간장게장의 진수
814,유정식당,813,강원특별자치도 평창군 진부면 오대산로 112-8,산채정식,"08:30 ~ 20:00",오대산 아래 산채비빔밥 맛집
815,메종 사우스케이프,814,서울특별시 강남구 도산대로45길 17 제성빌딩,남해 전복 해초 물회,"11:00 ~ 22:00 (15:00 ~ 17:00 브레이크타임) BRUNCH 11:00 - 15:00 DINNER  17:00 - 22:00",남해 해산물을 주제로 한 도산공원 뷰맛집
816,늘봄해물찜&손칼국수 답십리본점,815,서울특별시 동대문구 전농로 39,"아구찜, 해물찜(대/중/소)",매일 11:00 ~ 22:00,산더미 해물찜과 손칼국수 맛집
817,파시0914,816,서울특별시 강남구 도산대로45길 15 시몬느 도산 F.S.S,"레지나 마르게리따, 해산물 토마토 파스타",월 ~ 토 11:00 ~ 22:00(일요일 11:00 ~ 21:00/ 브레이크타임 15:30 ~ 18:00),맛도 분위기도 좋은 압구정 테라스 카페
818,인량훠궈,817,서울특별시 강남구 강남대로140길 9 비피유,"훠궈, 가물치3판, 1++최상급 한우, 소목심","매일 11:30 ~ 23:00(14:30~17:00 브레이크타임, 주말은 브레이크타임 없음 / 22:00 라스트 오더)",중국 윈난성 훠궈를 맛볼 수 있는 곳
819,이치에,818,서울특별시 강남구 선릉로155길 23-3,"사시미모리아와세(모둠생선회), 혼마구로, 아나고텐푸라(바다장어튀김), 멘치카츠","18:00 ~ 24:00",일본식 선술집 분위기를즐길 수 있는 곳
820,대박낙소 성수점,819,서울특별시 성동구 성수일로10길 26 하우스디 세종타워,"프리미엄 1등급 생소고기 무한리필, 프리미엄 1등급 생소고기 +장어 무한",월 - 금  11:00 ~ 22:00(브레이크타임 15:00 ~ 16:00 라스트오더 21:30),성수동 수제화거리 무한리필 프리미엄 고기집
821,리틀포레스트,820,서울특별시 성동구 성수일로12길 23,"페스토치킨파니니, 피그리코타샌드위치",월 - 토  11:00 ~ 20:00 (라스트오더 19:00),영화에서 영감을 얻은 숲 느낌의 브런치 카페
822,전자방,821,서울특별시 성동구 성수일로12길 23,"레몬크림새우, 양장피","11:00 ~ 21:00 (브레이크타임 15:00 ~ 17:00)",해산물 가득한 짬뽕이 맛있는 성수동 중식당
823,스시 초희,822,서울특별시 강남구 도산대로45길 18-6,스시 정식,"12:00 ~ 22:00",에도마에식 스시를 선보이는 일식당
824,스시 이토,823,서울특별시 강남구 선릉로153길 22 JLJ빌딩,디너 오마카세 1인,평일 런치 12:00 - 14:00 /  평일 디너 18:30 - 22:00 주말 11:30 - 13:00 / 13:30-15:00 / 18:30-22:00,중요한 자리를 빛나게 하는 오마카세 전문 일식집
825,봄솔레씨네,824,서울특별시 동대문구 서울시립대로29길 3,쉬림프 크림 파스타,"평일 11:00~21:00 (라스트오더: 20:20), 토요일 11:00~21:30 (라스트오더: 20:20)",자연을 담은 신선한 저칼로리의 건강한 메뉴로 모든 음식을 주문과 동시에 조리한 브런치와 파스타를 즐길수 있다.
826,봉산집 도산대로점,825,서울특별시 강남구 도산대로 232 청학아파트,"한우차돌박이, 양구이, 아롱사태, 양밥+된장찌개","10:00~22:00",차돌박이 맛있는 집
827,그랑씨엘,826,서울특별시 강남구 도산대로45길 16-6,"앤초비 오일 파스타, 한우 채끝등심 스테이크, 이탈리안 전통 토마토 스프, 까르보나라","매일 11:00~22:00 (브레이크 타임 15:00~17:00, 주말 브레이크 타임 없음, 라스트 오더 21:00)",압구정 로데오거리 스테이크&파스타 맛집
828,삼호 짱뚱이,827,서울특별시 강남구 도산대로34길 11,"민어정식, 남도정식, 수라정식(한상기준), 병어회/무침","11:00~22:00",남도 음식과 수라상의 만남 토속음식 전문점
829,무한쌈밥집,828,서울특별시 서초구 강남대로93길 23-10 동훈빌딩,쌈밥정식 130g,"00:00 ~ 24:00","30여 가지 쌈채소와 대패 삼겹의 만남"
830,우오보 파스타 바,829,서울특별시 성동구 광나루로4길 1-16,생면 파스타,화 - 토  17:00 ~ 22:00(라스트오더 21:00),서울 3대 생면 파스타 맛집
831,대막,830,서울특별시 강남구 압구정로46길 75,"바질소바, 후토마키SET, 아브라소바, 후토마키","12:00~21:00(브레이크 타임 15:00~17:30, 라스트 오더 14:30, 20:00)",원조 후토마끼가 있는 도산공원 일식 맛집
832,루비떡볶이,831,서울특별시 강남구 선릉로153길 21,새우깡떡볶이 / 루비떡볶이 / 소세지김밥,월~토 11:40 ~ 21:30 / 일요일12:00 - 20:00,새우깡과 떡볶이의 특이하고 조화로운 맛!
833,우가,832,서울특별시 강남구 도산대로49길 22 앤드트리,"숙성꽃등심, 숙성차돌박이","매일 12:00~22:00(브레이크타임 15:00~17:00/ 라스트오더 14:00, 21:00)",독특한 숙성 한우로 미슐랭에 등록된 맛집
834,르프리크,833,서울특별시 성동구 연무장5길 9-16,시그니처 버거,"11:30 ~ 21:00(브레이크 타임 15:00 ~ 17:30 /라스트오더 14:30, 20:30)",수제치킨버거 전문점
835,칙피스 성수점,834,서울특별시 성동구 연무장5길 9-16 블루스톤타워,"비건 샐러드 (Vegan Salad), 아보카도 샐러드 (Avocado Salad)",월~금 10:00~22:00 토~일 11:30~20:30 (브레이크타임 15:00~16:00),지중해와 중동식 샐러드를 맛볼 수 있는 전문 레스토랑
836,미아논나,835,서울특별시 성동구 연무장5길 9-16 블루스톤타워,"HOT Sandwich, BAGUETTE Sandwich","월 - 금 09:00 ~ 20:00, 토 - 일 10:00 ~ 19:00",유럽식 바게트 샌드위치 브레이크타임없는 가성비 맛집
837,쿠나,836,서울특별시 성동구 연무장5길 9-16 블루스톤타워,"버터 시즈닝 당근 퓨레, 포르치니와 베이컨 크림 뇨끼",수~일 12:00~22:00 (브레이크타임 15:00~17:00),문어 당근 퓌레와 뇨키가 유명한 성수 맛집
838,까폼,837,서울특별시 강남구 선릉로153길 18,"똠양꿍, 뿌님팟퐁커리",평일 11:30~22:00주말 11:30~23:00,한국화되지 않은 태국 현지 음식맛
839,은하곱창,838,서울특별시 동대문구 전농로15길 22 북동점포,돼지곱창전골,"11:00~21:30 (라스트오더 12:30, 20:30, 토요일은 19:00  / 브레이크 타임 13:30~14:30), 재료 소진시 조기 마감",연예인도 많이 찾는 곱창전골 맛집
840,바랗,839,서울특별시 강남구 도산대로 309,"바다물곰탕, 명품모둠물회",매일 11:30~22:00 (15:00~17:00 브레이크타임/ 21:15 라스트오더),신선한 제철 재료로 담은 바다 밥상
841,문츠 바베큐,840,서울특별시 성동구 연무장5길 6 천일정공사,"시즈널 그릴드 베지, 비프립 플래터(예약)",화 - 일  12:00 ~ 21:00(브레이크타임 15:00 ~ 17:00 라스트오더 20:30),유명 유튜버가 훈연하는 미국 남부식 바비큐전문점
842,롸카두들 내쉬빌 핫치킨 성수점,841,서울특별시 성동구 성수일로4길 25 서울숲코오롱디지털타워,"클래식, 그랜파",월 - 토  11:30 ~ 21:00(라스트오더 20:30 토요일 및 공휴일은 브레이크타임 있음 14:30 ~ 17:00),팝아트 갤러리 같은 분위기의 수제 버거 전문점
843,뚝도농원,842,서울특별시 성동구 아차산로 82,통오리 한마리,"12:00 - 23:00(15:00 - 17:00 브레이크타임)",오리고기를 힙하게 먹을 수 있는 식당
844,인더베이글,843,서울특별시 동대문구 회기로13길 19,베이글,"08:00 ~ 21:00",천연재료로 만들어진 수제 베이글 맛집
845,타코마이너,844,서울특별시 성동구 뚝섬로 358,"타코(2pcs), 케사디야","11:30 ~ 21:00 (브레이크타임 15:00 ~ 17:00)",성수동에서 만나는 리얼 멕시코 남미 음식
846,우정양곱창,845,서울특별시 강남구 도산대로30길 23,"모듬한판, 곱창구이",월~토 16:30 ~ 22:00 (21:00 라스트오더),예약하고 찾아가는 곱창맛집
847,갓포아키 도산공원점,846,서울특별시 강남구 도산대로45길 8-3 쿠키빌딩,모둠사시미 1인,"17:30 ~ 00:30",전국 제철 회맛을 즐길수 있는곳
